MSE,MAE,R2,RMSE,SUBSET
13.333316281986487,2.6829544202013467,0.28611458339545104,3.651481381848535,TRAIN
12.307297147263004,2.5342972991342942,0.33209313600236967,3.508175757749746,TEST
