MSE,MAE,R2,RMSE,SUBSET
13.337107329795586,2.6821139477164313,0.28591160510502955,3.652000455886552,TRAIN
12.26320495107917,2.5253797057109226,0.33448598311799027,3.5018859134870697,TEST
