SEASON_YEAR,TEAM_ID,GAME_ID
2007-08,1610612760,G0020701151
2007-08,1610612758,G0020701150
2007-08,1610612743,G0020701151
2007-08,1610612751,G0020701140
2007-08,1610612766,G0020701139
2007-08,1610612755,G0020701138
2007-08,1610612737,G0020701138
2007-08,1610612743,G0020701142
2007-08,1610612758,G0020701142
2007-08,1610612753,G0020701137
2007-08,1610612761,G0020701140
2007-08,1610612741,G0020701141
2007-08,1610612764,G0020701141
2007-08,1610612739,G0020701137
2007-08,1610612738,G0020701139
2007-08,1610612745,G0020701136
2007-08,1610612742,G0020701135
2007-08,1610612763,G0020701130
2007-08,1610612756,G0020701134
2007-08,1610612749,G0020701132
2007-08,1610612761,G0020701126
2007-08,1610612737,G0020701127
2007-08,1610612751,G0020701129
2007-08,1610612740,G0020701131
2007-08,1610612759,G0020701133
2007-08,1610612750,G0020701134
2007-08,1610612760,G0020701136
2007-08,1610612765,G0020701129
2007-08,1610612762,G0020701133
2007-08,1610612747,G0020701135
2007-08,1610612754,G0020701132
2007-08,1610612766,G0020701126
2007-08,1610612764,G0020701128
2007-08,1610612752,G0020701131
2007-08,1610612755,G0020701127
2007-08,1610612744,G0020701130
2007-08,1610612748,G0020701128
2007-08,1610612757,G0020701125
2007-08,1610612746,G0020701124
2007-08,1610612739,G0020701123
2007-08,1610612758,G0020701124
2007-08,1610612745,G0020701125
2007-08,1610612741,G0020701123
2007-08,1610612738,G0020701116
2007-08,1610612746,G0020701121
2007-08,1610612749,G0020701113
2007-08,1610612737,G0020701115
2007-08,1610612750,G0020701119
2007-08,1610612752,G0020701118
2007-08,1610612740,G0020701117
2007-08,1610612757,G0020701122
2007-08,1610612747,G0020701122
2007-08,1610612764,G0020701113
2007-08,1610612744,G0020701120
2007-08,1610612748,G0020701117
2007-08,1610612754,G0020701116
2007-08,1610612762,G0020701119
2007-08,1610612766,G0020701114
2007-08,1610612739,G0020701114
2007-08,1610612761,G0020701115
2007-08,1610612760,G0020701121
2007-08,1610612742,G0020701120
2007-08,1610612763,G0020701118
2007-08,1610612750,G0020701108
2007-08,1610612745,G0020701112
2007-08,1610612753,G0020701105
2007-08,1610612743,G0020701111
2007-08,1610612740,G0020701105
2007-08,1610612741,G0020701109
2007-08,1610612758,G0020701112
2007-08,1610612752,G0020701107
2007-08,1610612738,G0020701109
2007-08,1610612759,G0020701110
2007-08,1610612749,G0020701107
2007-08,1610612751,G0020701106
2007-08,1610612765,G0020701108
2007-08,1610612744,G0020701110
2007-08,1610612755,G0020701106
2007-08,1610612756,G0020701111
2007-08,1610612742,G0020701104
2007-08,1610612764,G0020701102
2007-08,1610612761,G0020701099
2007-08,1610612743,G0020701103
2007-08,1610612763,G0020701101
2007-08,1610612766,G0020701099
2007-08,1610612754,G0020701100
2007-08,1610612746,G0020701104
2007-08,1610612748,G0020701100
2007-08,1610612762,G0020701102
2007-08,1610612737,G0020701101
2007-08,1610612756,G0020701103
2007-08,1610612762,G0020701091
2007-08,1610612755,G0020701095
2007-08,1610612761,G0020701094
2007-08,1610612764,G0020701098
2007-08,1610612750,G0020701091
2007-08,1610612745,G0020701090
2007-08,1610612747,G0020701098
2007-08,1610612738,G0020701093
2007-08,1610612744,G0020701096
2007-08,1610612759,G0020701090
2007-08,1610612748,G0020701093
2007-08,1610612740,G0020701094
2007-08,1610612758,G0020701097
2007-08,1610612742,G0020701096
2007-08,1610612737,G0020701092
2007-08,1610612760,G0020701097
2007-08,1610612752,G0020701092
2007-08,1610612739,G0020701095
2007-08,1610612765,G0020701085
2007-08,1610612739,G0020701085
2007-08,1610612763,G0020701089
2007-08,1610612743,G0020701087
2007-08,1610612741,G0020701086
2007-08,1610612756,G0020701084
2007-08,1610612746,G0020701089
2007-08,1610612749,G0020701086
2007-08,1610612757,G0020701088
2007-08,1610612744,G0020701087
2007-08,1610612751,G0020701084
2007-08,1610612766,G0020701088
2007-08,1610612756,G0020701074
2007-08,1610612751,G0020701075
2007-08,1610612762,G0020701080
2007-08,1610612755,G0020701074
2007-08,1610612752,G0020701073
2007-08,1610612738,G0020701076
2007-08,1610612764,G0020701081
2007-08,1610612763,G0020701082
2007-08,1610612766,G0020701083
2007-08,1610612759,G0020701079
2007-08,1610612737,G0020701077
2007-08,1610612749,G0020701078
2007-08,1610612761,G0020701073
2007-08,1610612758,G0020701081
2007-08,1610612754,G0020701075
2007-08,1610612750,G0020701079
2007-08,1610612746,G0020701080
2007-08,1610612741,G0020701077
2007-08,1610612753,G0020701078
2007-08,1610612747,G0020701082
2007-08,1610612760,G0020701083
2007-08,1610612740,G0020701076
2007-08,1610612744,G0020701072
2007-08,1610612757,G0020701072
2007-08,1610612742,G0020701071
2007-08,1610612743,G0020701071
2007-08,1610612748,G0020701070
2007-08,1610612765,G0020701070
2007-08,1610612764,G0020701068
2007-08,1610612748,G0020701059
2007-08,1610612765,G0020701058
2007-08,1610612754,G0020701064
2007-08,1610612745,G0020701065
2007-08,1610612759,G0020701066
2007-08,1610612741,G0020701060
2007-08,1610612747,G0020701069
2007-08,1610612766,G0020701069
2007-08,1610612737,G0020701061
2007-08,1610612756,G0020701063
2007-08,1610612752,G0020701059
2007-08,1610612750,G0020701065
2007-08,1610612749,G0020701061
2007-08,1610612763,G0020701067
2007-08,1610612755,G0020701060
2007-08,1610612751,G0020701064
2007-08,1610612739,G0020701062
2007-08,1610612738,G0020701063
2007-08,1610612740,G0020701062
2007-08,1610612758,G0020701067
2007-08,1610612761,G0020701058
2007-08,1610612760,G0020701068
2007-08,1610612746,G0020701066
2007-08,1610612740,G0020701053
2007-08,1610612741,G0020701054
2007-08,1610612753,G0020701052
2007-08,1610612742,G0020701055
2007-08,1610612754,G0020701053
2007-08,1610612759,G0020701052
2007-08,1610612764,G0020701057
2007-08,1610612757,G0020701057
2007-08,1610612737,G0020701054
2007-08,1610612746,G0020701055
2007-08,1610612762,G0020701056
2007-08,1610612766,G0020701056
2007-08,1610612751,G0020701045
2007-08,1610612756,G0020701047
2007-08,1610612755,G0020701044
2007-08,1610612743,G0020701048
2007-08,1610612752,G0020701045
2007-08,1610612747,G0020701051
2007-08,1610612738,G0020701044
2007-08,1610612757,G0020701050
2007-08,1610612749,G0020701046
2007-08,1610612745,G0020701049
2007-08,1610612744,G0020701051
2007-08,1610612763,G0020701048
2007-08,1610612765,G0020701047
2007-08,1610612760,G0020701050
2007-08,1610612758,G0020701049
2007-08,1610612748,G0020701046
2007-08,1610612743,G0020701041
2007-08,1610612759,G0020701040
2007-08,1610612761,G0020701041
2007-08,1610612744,G0020701043
2007-08,1610612765,G0020701042
2007-08,1610612764,G0020701042
2007-08,1610612747,G0020701043
2007-08,1610612742,G0020701040
2007-08,1610612756,G0020701038
2007-08,1610612766,G0020701030
2007-08,1610612740,G0020701033
2007-08,1610612737,G0020701031
2007-08,1610612754,G0020701035
2007-08,1610612762,G0020701037
2007-08,1610612749,G0020701036
2007-08,1610612757,G0020701039
2007-08,1610612748,G0020701030
2007-08,1610612760,G0020701037
2007-08,1610612751,G0020701029
2007-08,1610612746,G0020701039
2007-08,1610612758,G0020701032
2007-08,1610612745,G0020701038
2007-08,1610612741,G0020701035
2007-08,1610612750,G0020701034
2007-08,1610612739,G0020701036
2007-08,1610612753,G0020701031
2007-08,1610612752,G0020701034
2007-08,1610612738,G0020701033
2007-08,1610612755,G0020701029
2007-08,1610612763,G0020701032
2007-08,1610612758,G0020701025
2007-08,1610612759,G0020701025
2007-08,1610612745,G0020701028
2007-08,1610612763,G0020701022
2007-08,1610612751,G0020701021
2007-08,1610612747,G0020701027
2007-08,1610612754,G0020701020
2007-08,1610612753,G0020701019
2007-08,1610612752,G0020701022
2007-08,1610612757,G0020701026
2007-08,1610612746,G0020701026
2007-08,1610612748,G0020701023
2007-08,1610612743,G0020701021
2007-08,1610612761,G0020701024
2007-08,1610612760,G0020701027
2007-08,1610612750,G0020701020
2007-08,1610612755,G0020701019
2007-08,1610612744,G0020701028
2007-08,1610612739,G0020701024
2007-08,1610612764,G0020701023
2007-08,1610612759,G0020701016
2007-08,1610612742,G0020701017
2007-08,1610612762,G0020701018
2007-08,1610612747,G0020701018
2007-08,1610612738,G0020701017
2007-08,1610612741,G0020701016
2007-08,1610612765,G0020701011
2007-08,1610612763,G0020701013
2007-08,1610612740,G0020701012
2007-08,1610612743,G0020701007
2007-08,1610612760,G0020701014
2007-08,1610612756,G0020701014
2007-08,1610612739,G0020701011
2007-08,1610612754,G0020701009
2007-08,1610612753,G0020701008
2007-08,1610612744,G0020701015
2007-08,1610612751,G0020701010
2007-08,1610612746,G0020701015
2007-08,1610612761,G0020701006
2007-08,1610612764,G0020701008
2007-08,1610612755,G0020701007
2007-08,1610612766,G0020701009
2007-08,1610612745,G0020701012
2007-08,1610612750,G0020701013
2007-08,1610612748,G0020701006
2007-08,1610612737,G0020701010
2007-08,1610612743,G0020700999
2007-08,1610612751,G0020701001
2007-08,1610612738,G0020701002
2007-08,1610612749,G0020701000
2007-08,1610612744,G0020701004
2007-08,1610612758,G0020701004
2007-08,1610612748,G0020701000
2007-08,1610612756,G0020701005
2007-08,1610612742,G0020701003
2007-08,1610612741,G0020701001
2007-08,1610612765,G0020700999
2007-08,1610612745,G0020701002
2007-08,1610612757,G0020701005
2007-08,1610612747,G0020701003
2007-08,1610612752,G0020700993
2007-08,1610612741,G0020700995
2007-08,1610612739,G0020700992
2007-08,1610612740,G0020700995
2007-08,1610612764,G0020700991
2007-08,1610612737,G0020700991
2007-08,1610612746,G0020700996
2007-08,1610612754,G0020700993
2007-08,1610612750,G0020700996
2007-08,1610612763,G0020700994
2007-08,1610612759,G0020700997
2007-08,1610612761,G0020700998
2007-08,1610612766,G0020700994
2007-08,1610612762,G0020700998
2007-08,1610612738,G0020700997
2007-08,1610612753,G0020700992
2007-08,1610612752,G0020700985
2007-08,1610612766,G0020700987
2007-08,1610612747,G0020700988
2007-08,1610612737,G0020700985
2007-08,1610612739,G0020700987
2007-08,1610612743,G0020700989
2007-08,1610612748,G0020700984
2007-08,1610612740,G0020700986
2007-08,1610612758,G0020700990
2007-08,1610612761,G0020700990
2007-08,1610612760,G0020700989
2007-08,1610612745,G0020700988
2007-08,1610612765,G0020700986
2007-08,1610612742,G0020700984
2007-08,1610612762,G0020700979
2007-08,1610612753,G0020700978
2007-08,1610612763,G0020700983
2007-08,1610612746,G0020700977
2007-08,1610612738,G0020700980
2007-08,1610612758,G0020700981
2007-08,1610612754,G0020700978
2007-08,1610612751,G0020700979
2007-08,1610612749,G0020700980
2007-08,1610612750,G0020700982
2007-08,1610612744,G0020700983
2007-08,1610612757,G0020700982
2007-08,1610612759,G0020700976
2007-08,1610612756,G0020700981
2007-08,1610612764,G0020700977
2007-08,1610612755,G0020700976
2007-08,1610612753,G0020700968
2007-08,1610612759,G0020700969
2007-08,1610612741,G0020700971
2007-08,1610612760,G0020700975
2007-08,1610612748,G0020700968
2007-08,1610612762,G0020700966
2007-08,1610612740,G0020700970
2007-08,1610612766,G0020700972
2007-08,1610612745,G0020700972
2007-08,1610612742,G0020700973
2007-08,1610612738,G0020700966
2007-08,1610612754,G0020700973
2007-08,1610612746,G0020700967
2007-08,1610612743,G0020700974
2007-08,1610612747,G0020700970
2007-08,1610612750,G0020700975
2007-08,1610612737,G0020700967
2007-08,1610612765,G0020700969
2007-08,1610612755,G0020700971
2007-08,1610612761,G0020700974
2007-08,1610612739,G0020700963
2007-08,1610612757,G0020700964
2007-08,1610612758,G0020700964
2007-08,1610612744,G0020700965
2007-08,1610612764,G0020700963
2007-08,1610612756,G0020700965
2007-08,1610612766,G0020700960
2007-08,1610612737,G0020700952
2007-08,1610612751,G0020700955
2007-08,1610612738,G0020700954
2007-08,1610612762,G0020700958
2007-08,1610612752,G0020700956
2007-08,1610612739,G0020700955
2007-08,1610612748,G0020700956
2007-08,1610612745,G0020700952
2007-08,1610612749,G0020700958
2007-08,1610612753,G0020700953
2007-08,1610612746,G0020700953
2007-08,1610612744,G0020700962
2007-08,1610612740,G0020700959
2007-08,1610612743,G0020700961
2007-08,1610612760,G0020700954
2007-08,1610612763,G0020700961
2007-08,1610612742,G0020700960
2007-08,1610612755,G0020700957
2007-08,1610612761,G0020700962
2007-08,1610612765,G0020700957
2007-08,1610612759,G0020700959
2007-08,1610612762,G0020700949
2007-08,1610612741,G0020700949
2007-08,1610612761,G0020700951
2007-08,1610612756,G0020700950
2007-08,1610612749,G0020700946
2007-08,1610612747,G0020700951
2007-08,1610612750,G0020700948
2007-08,1610612764,G0020700946
2007-08,1610612760,G0020700947
2007-08,1610612754,G0020700947
2007-08,1610612757,G0020700948
2007-08,1610612763,G0020700950
2007-08,1610612738,G0020700939
2007-08,1610612759,G0020700945
2007-08,1610612737,G0020700940
2007-08,1610612752,G0020700944
2007-08,1610612746,G0020700942
2007-08,1610612748,G0020700942
2007-08,1610612753,G0020700940
2007-08,1610612755,G0020700939
2007-08,1610612743,G0020700945
2007-08,1610612745,G0020700943
2007-08,1610612739,G0020700941
2007-08,1610612757,G0020700941
2007-08,1610612742,G0020700944
2007-08,1610612751,G0020700943
2007-08,1610612749,G0020700935
2007-08,1610612756,G0020700936
2007-08,1610612755,G0020700935
2007-08,1610612747,G0020700938
2007-08,1610612741,G0020700937
2007-08,1610612758,G0020700938
2007-08,1610612765,G0020700937
2007-08,1610612759,G0020700936
2007-08,1610612761,G0020700934
2007-08,1610612760,G0020700934
2007-08,1610612757,G0020700928
2007-08,1610612752,G0020700928
2007-08,1610612748,G0020700926
2007-08,1610612742,G0020700931
2007-08,1610612740,G0020700930
2007-08,1610612764,G0020700925
2007-08,1610612754,G0020700924
2007-08,1610612746,G0020700933
2007-08,1610612744,G0020700927
2007-08,1610612737,G0020700926
2007-08,1610612750,G0020700933
2007-08,1610612766,G0020700925
2007-08,1610612739,G0020700924
2007-08,1610612753,G0020700927
2007-08,1610612743,G0020700932
2007-08,1610612751,G0020700931
2007-08,1610612762,G0020700932
2007-08,1610612763,G0020700929
2007-08,1610612745,G0020700930
2007-08,1610612738,G0020700929
2007-08,1610612741,G0020700917
2007-08,1610612761,G0020700912
2007-08,1610612766,G0020700914
2007-08,1610612756,G0020700920
2007-08,1610612746,G0020700923
2007-08,1610612757,G0020700919
2007-08,1610612758,G0020700921
2007-08,1610612765,G0020700915
2007-08,1610612752,G0020700915
2007-08,1610612749,G0020700919
2007-08,1610612744,G0020700916
2007-08,1610612743,G0020700922
2007-08,1610612750,G0020700921
2007-08,1610612740,G0020700918
2007-08,1610612751,G0020700918
2007-08,1610612747,G0020700923
2007-08,1610612748,G0020700916
2007-08,1610612762,G0020700920
2007-08,1610612738,G0020700917
2007-08,1610612760,G0020700913
2007-08,1610612759,G0020700922
2007-08,1610612737,G0020700914
2007-08,1610612755,G0020700913
2007-08,1610612764,G0020700912
2007-08,1610612739,G0020700909
2007-08,1610612754,G0020700910
2007-08,1610612742,G0020700911
2007-08,1610612745,G0020700911
2007-08,1610612741,G0020700909
2007-08,1610612759,G0020700910
2007-08,1610612745,G0020700905
2007-08,1610612748,G0020700901
2007-08,1610612753,G0020700897
2007-08,1610612751,G0020700903
2007-08,1610612754,G0020700905
2007-08,1610612738,G0020700899
2007-08,1610612762,G0020700907
2007-08,1610612749,G0020700902
2007-08,1610612758,G0020700908
2007-08,1610612744,G0020700898
2007-08,1610612761,G0020700901
2007-08,1610612740,G0020700904
2007-08,1610612765,G0020700899
2007-08,1610612763,G0020700903
2007-08,1610612752,G0020700900
2007-08,1610612746,G0020700908
2007-08,1610612743,G0020700906
2007-08,1610612764,G0020700897
2007-08,1610612756,G0020700906
2007-08,1610612737,G0020700904
2007-08,1610612739,G0020700900
2007-08,1610612750,G0020700907
2007-08,1610612760,G0020700902
2007-08,1610612766,G0020700898
2007-08,1610612753,G0020700890
2007-08,1610612757,G0020700896
2007-08,1610612737,G0020700889
2007-08,1610612750,G0020700892
2007-08,1610612766,G0020700892
2007-08,1610612756,G0020700896
2007-08,1610612744,G0020700889
2007-08,1610612759,G0020700894
2007-08,1610612751,G0020700894
2007-08,1610612760,G0020700891
2007-08,1610612758,G0020700895
2007-08,1610612761,G0020700890
2007-08,1610612765,G0020700891
2007-08,1610612747,G0020700895
2007-08,1610612741,G0020700893
2007-08,1610612763,G0020700893
2007-08,1610612755,G0020700888
2007-08,1610612742,G0020700887
2007-08,1610612746,G0020700888
2007-08,1610612752,G0020700886
2007-08,1610612762,G0020700887
2007-08,1610612740,G0020700886
2007-08,1610612745,G0020700883
2007-08,1610612757,G0020700884
2007-08,1610612760,G0020700882
2007-08,1610612759,G0020700878
2007-08,1610612754,G0020700881
2007-08,1610612744,G0020700884
2007-08,1610612761,G0020700880
2007-08,1610612764,G0020700879
2007-08,1610612742,G0020700876
2007-08,1610612740,G0020700879
2007-08,1610612766,G0020700880
2007-08,1610612748,G0020700885
2007-08,1610612751,G0020700878
2007-08,1610612758,G0020700885
2007-08,1610612741,G0020700875
2007-08,1610612749,G0020700881
2007-08,1610612750,G0020700882
2007-08,1610612743,G0020700883
2007-08,1610612738,G0020700877
2007-08,1610612739,G0020700875
2007-08,1610612737,G0020700877
2007-08,1610612747,G0020700876
2007-08,1610612763,G0020700871
2007-08,1610612756,G0020700873
2007-08,1610612765,G0020700874
2007-08,1610612755,G0020700873
2007-08,1610612749,G0020700872
2007-08,1610612752,G0020700870
2007-08,1610612759,G0020700872
2007-08,1610612746,G0020700874
2007-08,1610612753,G0020700870
2007-08,1610612762,G0020700871
2007-08,1610612766,G0020700859
2007-08,1610612761,G0020700858
2007-08,1610612755,G0020700867
2007-08,1610612748,G0020700869
2007-08,1610612738,G0020700859
2007-08,1610612746,G0020700866
2007-08,1610612741,G0020700862
2007-08,1610612764,G0020700862
2007-08,1610612740,G0020700863
2007-08,1610612762,G0020700863
2007-08,1610612760,G0020700869
2007-08,1610612752,G0020700860
2007-08,1610612754,G0020700858
2007-08,1610612747,G0020700868
2007-08,1610612744,G0020700867
2007-08,1610612745,G0020700864
2007-08,1610612750,G0020700861
2007-08,1610612757,G0020700868
2007-08,1610612743,G0020700866
2007-08,1610612758,G0020700865
2007-08,1610612742,G0020700865
2007-08,1610612763,G0020700864
2007-08,1610612739,G0020700861
2007-08,1610612737,G0020700860
2007-08,1610612742,G0020700856
2007-08,1610612759,G0020700856
2007-08,1610612749,G0020700855
2007-08,1610612748,G0020700857
2007-08,1610612747,G0020700857
2007-08,1610612751,G0020700855
2007-08,1610612766,G0020700850
2007-08,1610612741,G0020700848
2007-08,1610612737,G0020700847
2007-08,1610612750,G0020700845
2007-08,1610612761,G0020700845
2007-08,1610612743,G0020700853
2007-08,1610612740,G0020700851
2007-08,1610612760,G0020700853
2007-08,1610612757,G0020700854
2007-08,1610612746,G0020700854
2007-08,1610612755,G0020700846
2007-08,1610612756,G0020700851
2007-08,1610612765,G0020700852
2007-08,1610612758,G0020700847
2007-08,1610612739,G0020700849
2007-08,1610612753,G0020700846
2007-08,1610612762,G0020700852
2007-08,1610612752,G0020700850
2007-08,1610612738,G0020700849
2007-08,1610612754,G0020700848
2007-08,1610612748,G0020700838
2007-08,1610612756,G0020700840
2007-08,1610612753,G0020700837
2007-08,1610612763,G0020700840
2007-08,1610612758,G0020700838
2007-08,1610612744,G0020700844
2007-08,1610612749,G0020700839
2007-08,1610612764,G0020700842
2007-08,1610612739,G0020700839
2007-08,1610612757,G0020700843
2007-08,1610612762,G0020700841
2007-08,1610612751,G0020700837
2007-08,1610612745,G0020700842
2007-08,1610612747,G0020700843
2007-08,1610612750,G0020700841
2007-08,1610612760,G0020700844
2007-08,1610612746,G0020700836
2007-08,1610612759,G0020700834
2007-08,1610612738,G0020700836
2007-08,1610612737,G0020700834
2007-08,1610612764,G0020700832
2007-08,1610612761,G0020700831
2007-08,1610612742,G0020700833
2007-08,1610612765,G0020700835
2007-08,1610612743,G0020700835
2007-08,1610612741,G0020700833
2007-08,1610612754,G0020700831
2007-08,1610612740,G0020700832
2007-08,1610612741,G0020700829
2007-08,1610612761,G0020700824
2007-08,1610612756,G0020700823
2007-08,1610612738,G0020700827
2007-08,1610612757,G0020700827
2007-08,1610612750,G0020700828
2007-08,1610612752,G0020700824
2007-08,1610612753,G0020700825
2007-08,1610612747,G0020700830
2007-08,1610612745,G0020700829
2007-08,1610612765,G0020700823
2007-08,1610612758,G0020700825
2007-08,1610612739,G0020700826
2007-08,1610612760,G0020700830
2007-08,1610612763,G0020700826
2007-08,1610612742,G0020700828
2007-08,1610612762,G0020700821
2007-08,1610612755,G0020700818
2007-08,1610612749,G0020700819
2007-08,1610612764,G0020700816
2007-08,1610612754,G0020700817
2007-08,1610612759,G0020700820
2007-08,1610612766,G0020700816
2007-08,1610612740,G0020700820
2007-08,1610612751,G0020700817
2007-08,1610612746,G0020700822
2007-08,1610612748,G0020700818
2007-08,1610612737,G0020700821
2007-08,1610612747,G0020700822
2007-08,1610612743,G0020700819
2007-08,1610612746,G0020700813
2007-08,1610612757,G0020700815
2007-08,1610612754,G0020700805
2007-08,1610612763,G0020700810
2007-08,1610612751,G0020700805
2007-08,1610612762,G0020700813
2007-08,1610612755,G0020700804
2007-08,1610612745,G0020700811
2007-08,1610612765,G0020700808
2007-08,1610612756,G0020700812
2007-08,1610612737,G0020700814
2007-08,1610612738,G0020700812
2007-08,1610612744,G0020700814
2007-08,1610612740,G0020700811
2007-08,1610612741,G0020700809
2007-08,1610612760,G0020700815
2007-08,1610612761,G0020700806
2007-08,1610612742,G0020700810
2007-08,1610612766,G0020700803
2007-08,1610612752,G0020700806
2007-08,1610612764,G0020700807
2007-08,1610612753,G0020700804
2007-08,1610612758,G0020700803
2007-08,1610612739,G0020700807
2007-08,1610612749,G0020700808
2007-08,1610612743,G0020700809
2007-08,1610612760,G0020700802
2007-08,1610612757,G0020700802
2007-08,1610612750,G0020700801
2007-08,1610612759,G0020700801
2007-08,1610612748,G0020700800
2007-08,1610612745,G0020700800
2007-08,1610612741,G0020700793
2007-08,1610612753,G0020700790
2007-08,1610612747,G0020700796
2007-08,1610612758,G0020700797
2007-08,1610612761,G0020700790
2007-08,1610612755,G0020700791
2007-08,1610612751,G0020700793
2007-08,1610612746,G0020700798
2007-08,1610612739,G0020700792
