,PLAYER_ID,SEASON_ID,GAME_IDS
10,203705,2017-18,0021700280
11,203705,2017-18,0021700268
12,203705,2017-18,0021700256
13,203705,2017-18,0021700085
14,203705,2017-18,0021700065
15,203705,2017-18,0021700038
16,203705,2017-18,0021700017
17,203705,2017-18,0021700009
0,1627752,2017-18,0021701214
1,1627752,2017-18,0021701202
2,1627752,2017-18,0021701184
3,1627752,2017-18,0021701172
4,1627752,2017-18,0021701158
5,1627752,2017-18,0021701147
6,1627752,2017-18,0021701130
7,1627752,2017-18,0021701120
8,1627752,2017-18,0021701101
9,1627752,2017-18,0021701087
10,1627752,2017-18,0021701077
11,1627752,2017-18,0021701062
12,1627752,2017-18,0021701041
13,1627752,2017-18,0021701021
14,1627752,2017-18,0021701007
15,1627752,2017-18,0021700993
16,1627752,2017-18,0021700978
17,1627752,2017-18,0021700958
18,1627752,2017-18,0021700943
19,1627752,2017-18,0021700928
20,1627752,2017-18,0021700915
21,1627752,2017-18,0021700897
22,1627752,2017-18,0021700874
23,1627752,2017-18,0021700853
24,1627752,2017-18,0021700848
25,1627752,2017-18,0021700834
26,1627752,2017-18,0021700819
27,1627752,2017-18,0021700811
28,1627752,2017-18,0021700799
29,1627752,2017-18,0021700786
30,1627752,2017-18,0021700767
31,1627752,2017-18,0021700755
32,1627752,2017-18,0021700739
33,1627752,2017-18,0021700726
34,1627752,2017-18,0021700714
35,1627752,2017-18,0021700705
36,1627752,2017-18,0021700688
37,1627752,2017-18,0021700675
38,1627752,2017-18,0021700654
39,1627752,2017-18,0021700641
40,1627752,2017-18,0021700621
41,1627752,2017-18,0021700612
42,1627752,2017-18,0021700598
43,1627752,2017-18,0021700590
44,1627752,2017-18,0021700576
45,1627752,2017-18,0021700551
46,1627752,2017-18,0021700533
47,1627752,2017-18,0021700522
48,1627752,2017-18,0021700508
49,1627752,2017-18,0021700484
50,1627752,2017-18,0021700477
51,1627752,2017-18,0021700455
52,1627752,2017-18,0021700443
53,1627752,2017-18,0021700425
54,1627752,2017-18,0021700413
55,1627752,2017-18,0021700397
56,1627752,2017-18,0021700390
57,1627752,2017-18,0021700378
58,1627752,2017-18,0021700355
59,1627752,2017-18,0021700342
60,1627752,2017-18,0021700328
61,1627752,2017-18,0021700313
62,1627752,2017-18,0021700280
63,1627752,2017-18,0021700268
64,1627752,2017-18,0021700256
65,1627752,2017-18,0021700250
66,1627752,2017-18,0021700230
67,1627752,2017-18,0021700204
68,1627752,2017-18,0021700195
69,1627752,2017-18,0021700177
70,1627752,2017-18,0021700169
71,1627752,2017-18,0021700146
72,1627752,2017-18,0021700136
73,1627752,2017-18,0021700123
74,1627752,2017-18,0021700107
75,1627752,2017-18,0021700085
76,1627752,2017-18,0021700072
77,1627752,2017-18,0021700065
78,1627752,2017-18,0021700042
79,1627752,2017-18,0021700038
80,1627752,2017-18,0021700017
81,1627752,2017-18,0021700009
0,203473,2017-18,0021701214
1,203473,2017-18,0021701202
2,203473,2017-18,0021701184
3,203473,2017-18,0021701172
4,203473,2017-18,0021701147
5,203473,2017-18,0021701130
6,203473,2017-18,0021701120
7,203473,2017-18,0021701101
8,203473,2017-18,0021701087
9,203473,2017-18,0021701077
10,203473,2017-18,0021701062
11,203473,2017-18,0021701041
12,203473,2017-18,0021701021
13,203473,2017-18,0021701007
14,203473,2017-18,0021700993
15,203473,2017-18,0021700978
16,203473,2017-18,0021700958
17,203473,2017-18,0021700943
18,203473,2017-18,0021700928
19,203473,2017-18,0021700915
20,203473,2017-18,0021700897
21,203473,2017-18,0021700874
22,203473,2017-18,0021700853
23,203473,2017-18,0021700848
24,203473,2017-18,0021700834
25,203473,2017-18,0021700819
26,203473,2017-18,0021700811
27,203473,2017-18,0021700799
28,203473,2017-18,0021700786
29,203473,2017-18,0021700767
30,203473,2017-18,0021700755
31,203473,2017-18,0021700739
32,203473,2017-18,0021700726
33,203473,2017-18,0021700714
34,203473,2017-18,0021700705
35,203473,2017-18,0021700688
36,203473,2017-18,0021700675
37,203473,2017-18,0021700654
38,203473,2017-18,0021700641
39,203473,2017-18,0021700621
40,203473,2017-18,0021700612
41,203473,2017-18,0021700598
42,203473,2017-18,0021700280
43,203473,2017-18,0021700268
44,203473,2017-18,0021700256
45,203473,2017-18,0021700250
46,203473,2017-18,0021700230
47,203473,2017-18,0021700204
48,203473,2017-18,0021700195
49,203473,2017-18,0021700177
50,203473,2017-18,0021700169
51,203473,2017-18,0021700146
52,203473,2017-18,0021700136
53,203473,2017-18,0021700123
54,203473,2017-18,0021700107
55,203473,2017-18,0021700085
56,203473,2017-18,0021700072
57,203473,2017-18,0021700065
58,203473,2017-18,0021700042
59,203473,2017-18,0021700038
60,203473,2017-18,0021700017
61,203473,2017-18,0021700009
0,203471,2017-18,0021701087
1,203471,2017-18,0021701062
2,203471,2017-18,0021701041
3,203471,2017-18,0021701021
4,203471,2017-18,0021701007
5,203471,2017-18,0021700978
6,203471,2017-18,0021700958
7,203471,2017-18,0021700943
8,203471,2017-18,0021700928
9,203471,2017-18,0021700915
10,203471,2017-18,0021700897
11,203471,2017-18,0021700874
12,203471,2017-18,0021700848
13,203471,2017-18,0021700834
14,203471,2017-18,0021700819
15,203471,2017-18,0021700811
16,203471,2017-18,0021700799
17,203471,2017-18,0021700786
18,203471,2017-18,0021700767
19,203471,2017-18,0021700755
20,203471,2017-18,0021700739
21,203471,2017-18,0021700726
22,203471,2017-18,0021700714
23,203471,2017-18,0021700705
24,203471,2017-18,0021700688
25,203471,2017-18,0021700675
26,203471,2017-18,0021700654
27,203471,2017-18,0021700641
28,203471,2017-18,0021700621
29,203471,2017-18,0021700612
30,203471,2017-18,0021700598
31,203471,2017-18,0021700590
32,203471,2017-18,0021700576
33,203471,2017-18,0021700551
34,203471,2017-18,0021700533
35,203471,2017-18,0021700522
36,203471,2017-18,0021700508
37,203471,2017-18,0021700484
38,203471,2017-18,0021700455
39,203471,2017-18,0021700443
40,203471,2017-18,0021700425
41,203471,2017-18,0021700413
42,203471,2017-18,0021700397
43,203471,2017-18,0021700390
44,203471,2017-18,0021700378
45,203471,2017-18,0021700355
46,203471,2017-18,0021700342
47,203471,2017-18,0021700328
48,203471,2017-18,0021700313
49,203471,2017-18,0021700280
50,203471,2017-18,0021700268
51,203471,2017-18,0021700256
52,203471,2017-18,0021700250
53,203471,2017-18,0021700230
54,203471,2017-18,0021700204
55,203471,2017-18,0021700195
56,203471,2017-18,0021700177
57,203471,2017-18,0021700169
58,203471,2017-18,0021700146
59,203471,2017-18,0021700136
60,203471,2017-18,0021700123
61,203471,2017-18,0021700107
62,203471,2017-18,0021700085
63,203471,2017-18,0021700072
64,203471,2017-18,0021700038
65,203471,2017-18,0021700017
66,203471,2017-18,0021700009
0,203101,2017-18,0021701214
1,203101,2017-18,0021701202
2,203101,2017-18,0021701184
3,203101,2017-18,0021701172
4,203101,2017-18,0021701158
5,203101,2017-18,0021701147
6,203101,2017-18,0021701130
7,203101,2017-18,0021701077
8,203101,2017-18,0021701062
9,203101,2017-18,0021700993
10,203101,2017-18,0021700978
11,203101,2017-18,0021700958
12,203101,2017-18,0021700943
13,203101,2017-18,0021700928
14,203101,2017-18,0021700915
15,203101,2017-18,0021700897
16,203101,2017-18,0021700874
17,203101,2017-18,0021700853
18,203101,2017-18,0021700819
19,203101,2017-18,0021700811
20,203101,2017-18,0021700799
21,203101,2017-18,0021700786
22,203101,2017-18,0021700767
23,203101,2017-18,0021700755
24,203101,2017-18,0021700739
25,203101,2017-18,0021700726
26,203101,2017-18,0021700714
27,203101,2017-18,0021700705
28,203101,2017-18,0021700688
29,203101,2017-18,0021700675
30,203101,2017-18,0021700654
31,203101,2017-18,0021700641
32,203101,2017-18,0021700621
33,203101,2017-18,0021700612
34,203101,2017-18,0021700598
35,203101,2017-18,0021700590
36,203101,2017-18,0021700576
37,203101,2017-18,0021700551
38,203101,2017-18,0021700533
39,203101,2017-18,0021700522
40,203101,2017-18,0021700508
41,203101,2017-18,0021700484
42,203101,2017-18,0021700477
43,203101,2017-18,0021700455
44,203101,2017-18,0021700443
45,203101,2017-18,0021700425
46,203101,2017-18,0021700413
47,203101,2017-18,0021700397
48,203101,2017-18,0021700390
49,203101,2017-18,0021700378
50,203101,2017-18,0021700355
51,203101,2017-18,0021700342
52,203101,2017-18,0021700328
53,203101,2017-18,0021700313
54,203101,2017-18,0021700280
0,1628381,2017-18,0021701214
1,1628381,2017-18,0021701202
2,1628381,2017-18,0021701184
3,1628381,2017-18,0021701172
4,1628381,2017-18,0021701158
5,1628381,2017-18,0021701147
6,1628381,2017-18,0021701130
7,1628381,2017-18,0021701120
8,1628381,2017-18,0021701101
9,1628381,2017-18,0021701087
10,1628381,2017-18,0021701041
11,1628381,2017-18,0021701021
12,1628381,2017-18,0021701007
13,1628381,2017-18,0021700993
14,1628381,2017-18,0021700978
15,1628381,2017-18,0021700958
16,1628381,2017-18,0021700943
17,1628381,2017-18,0021700928
18,1628381,2017-18,0021700915
19,1628381,2017-18,0021700897
20,1628381,2017-18,0021700874
21,1628381,2017-18,0021700853
22,1628381,2017-18,0021700848
23,1628381,2017-18,0021700834
24,1628381,2017-18,0021700819
25,1628381,2017-18,0021700811
26,1628381,2017-18,0021700799
27,1628381,2017-18,0021700786
28,1628381,2017-18,0021700767
29,1628381,2017-18,0021700755
30,1628381,2017-18,0021700739
31,1628381,2017-18,0021700726
32,1628381,2017-18,0021700714
33,1628381,2017-18,0021700705
34,1628381,2017-18,0021700688
35,1628381,2017-18,0021700675
36,1628381,2017-18,0021700654
37,1628381,2017-18,0021700641
38,1628381,2017-18,0021700621
39,1628381,2017-18,0021700612
40,1628381,2017-18,0021700598
41,1628381,2017-18,0021700590
42,1628381,2017-18,0021700576
43,1628381,2017-18,0021700551
44,1628381,2017-18,0021700533
45,1628381,2017-18,0021700522
46,1628381,2017-18,0021700508
47,1628381,2017-18,0021700484
48,1628381,2017-18,0021700477
49,1628381,2017-18,0021700455
50,1628381,2017-18,0021700443
51,1628381,2017-18,0021700425
52,1628381,2017-18,0021700413
53,1628381,2017-18,0021700313
54,1628381,2017-18,0021700280
55,1628381,2017-18,0021700268
56,1628381,2017-18,0021700256
57,1628381,2017-18,0021700250
58,1628381,2017-18,0021700230
59,1628381,2017-18,0021700204
60,1628381,2017-18,0021700195
61,1628381,2017-18,0021700177
62,1628381,2017-18,0021700169
63,1628381,2017-18,0021700146
64,1628381,2017-18,0021700136
65,1628381,2017-18,0021700123
66,1628381,2017-18,0021700107
67,1628381,2017-18,0021700085
68,1628381,2017-18,0021700072
69,1628381,2017-18,0021700065
70,1628381,2017-18,0021700042
71,1628381,2017-18,0021700038
72,1628381,2017-18,0021700017
73,1628381,2017-18,0021700009
0,1627819,2017-18,0021701214
1,1627819,2017-18,0021701202
2,1627819,2017-18,0021701184
3,1627819,2017-18,0021701172
4,1627819,2017-18,0021701158
5,1627819,2017-18,0021701147
6,1627819,2017-18,0021701130
7,1627819,2017-18,0021701120
8,1627819,2017-18,0021701101
9,1627819,2017-18,0021701087
10,1627819,2017-18,0021701077
11,1627819,2017-18,0021701062
12,1627819,2017-18,0021701041
13,1627819,2017-18,0021701021
14,1627819,2017-18,0021701007
15,1627819,2017-18,0021700993
16,1627819,2017-18,0021700978
17,1627819,2017-18,0021700958
18,1627819,2017-18,0021700943
19,1627819,2017-18,0021700928
20,1627819,2017-18,0021700915
21,1627819,2017-18,0021700897
22,1627819,2017-18,0021700874
23,1627819,2017-18,0021700853
24,1627819,2017-18,0021700848
25,1627819,2017-18,0021700834
26,1627819,2017-18,0021700819
27,1627819,2017-18,0021700811
28,1627819,2017-18,0021700799
29,1627819,2017-18,0021700767
30,1627819,2017-18,0021700755
31,1627819,2017-18,0021700705
32,1627819,2017-18,0021700688
33,1627819,2017-18,0021700621
34,1627819,2017-18,0021700612
35,1627819,2017-18,0021700590
36,1627819,2017-18,0021700576
37,1627819,2017-18,0021700551
38,1627819,2017-18,0021700533
39,1627819,2017-18,0021700522
40,1627819,2017-18,0021700508
41,1627819,2017-18,0021700484
42,1627819,2017-18,0021700477
43,1627819,2017-18,0021700455
44,1627819,2017-18,0021700443
45,1627819,2017-18,0021700425
46,1627819,2017-18,0021700413
47,1627819,2017-18,0021700397
48,1627819,2017-18,0021700390
49,1627819,2017-18,0021700378
50,1627819,2017-18,0021700355
51,1627819,2017-18,0021700342
52,1627819,2017-18,0021700328
53,1627819,2017-18,0021700313
54,1627819,2017-18,0021700204
55,1627819,2017-18,0021700195
56,1627819,2017-18,0021700177
57,1627819,2017-18,0021700169
58,1627819,2017-18,0021700146
59,1627819,2017-18,0021700136
60,1627819,2017-18,0021700123
61,1627819,2017-18,0021700107
62,1627819,2017-18,0021700085
63,1627819,2017-18,0021700072
64,1627819,2017-18,0021700065
65,1627819,2017-18,0021700042
66,1627819,2017-18,0021700038
0,203145,2017-18,0021700993
1,203145,2017-18,0021700978
2,203145,2017-18,0021700958
3,203145,2017-18,0021700928
4,203145,2017-18,0021700915
5,203145,2017-18,0021700897
6,203145,2017-18,0021700874
7,203145,2017-18,0021700848
8,203145,2017-18,0021700834
9,203145,2017-18,0021700819
10,203145,2017-18,0021700811
11,203145,2017-18,0021700799
12,203145,2017-18,0021700786
13,203145,2017-18,0021700767
14,203145,2017-18,0021700755
15,203145,2017-18,0021700739
16,203145,2017-18,0021700726
17,203145,2017-18,0021700714
18,203145,2017-18,0021700705
19,203145,2017-18,0021700688
20,203145,2017-18,0021700675
21,203145,2017-18,0021700654
22,203145,2017-18,0021700641
23,203145,2017-18,0021700621
24,203145,2017-18,0021700612
25,203145,2017-18,0021700598
26,203145,2017-18,0021700590
27,203145,2017-18,0021700576
28,203145,2017-18,0021700551
29,203145,2017-18,0021700533
30,203145,2017-18,0021700522
31,203145,2017-18,0021700508
32,203145,2017-18,0021700484
33,203145,2017-18,0021700477
34,203145,2017-18,0021700455
35,203145,2017-18,0021700443
36,203145,2017-18,0021700425
37,203145,2017-18,0021700413
38,203145,2017-18,0021700397
39,203145,2017-18,0021700390
40,203145,2017-18,0021700378
41,203145,2017-18,0021700355
42,203145,2017-18,0021700342
43,203145,2017-18,0021700328
44,203145,2017-18,0021700313
45,203145,2017-18,0021700280
46,203145,2017-18,0021700268
47,203145,2017-18,0021700256
48,203145,2017-18,0021700250
49,203145,2017-18,0021700230
50,203145,2017-18,0021700204
51,203145,2017-18,0021700195
52,203145,2017-18,0021700177
53,203145,2017-18,0021700169
54,203145,2017-18,0021700146
55,203145,2017-18,0021700136
56,203145,2017-18,0021700123
57,203145,2017-18,0021700107
58,203145,2017-18,0021700085
59,203145,2017-18,0021700072
60,203145,2017-18,0021700065
61,203145,2017-18,0021700042
62,203145,2017-18,0021700038
63,203145,2017-18,0021700017
64,203145,2017-18,0021700009
0,203488,2017-18,0021701214
1,203488,2017-18,0021701202
2,203488,2017-18,0021701184
3,203488,2017-18,0021701172
4,203488,2017-18,0021701158
5,203488,2017-18,0021701147
6,203488,2017-18,0021701130
7,203488,2017-18,0021701120
8,203488,2017-18,0021701101
9,203488,2017-18,0021701087
10,203488,2017-18,0021701077
11,203488,2017-18,0021701062
12,203488,2017-18,0021701041
13,203488,2017-18,0021701021
14,203488,2017-18,0021701007
15,203488,2017-18,0021700993
16,203488,2017-18,0021700978
17,203488,2017-18,0021700958
18,203488,2017-18,0021700943
19,203488,2017-18,0021700928
20,203488,2017-18,0021700915
21,203488,2017-18,0021700897
22,203488,2017-18,0021700874
23,203488,2017-18,0021700853
24,203488,2017-18,0021700848
25,203488,2017-18,0021700834
26,203488,2017-18,0021700819
27,203488,2017-18,0021700811
28,203488,2017-18,0021700799
29,203488,2017-18,0021700786
30,203488,2017-18,0021700767
31,203488,2017-18,0021700755
32,203488,2017-18,0021700739
33,203488,2017-18,0021700726
34,203488,2017-18,0021700714
35,203488,2017-18,0021700705
36,203488,2017-18,0021700688
37,203488,2017-18,0021700675
38,203488,2017-18,0021700641
39,203488,2017-18,0021700621
40,203488,2017-18,0021700612
41,203488,2017-18,0021700598
42,203488,2017-18,0021700590
43,203488,2017-18,0021700576
44,203488,2017-18,0021700123
45,203488,2017-18,0021700107
46,203488,2017-18,0021700085
47,203488,2017-18,0021700072
48,203488,2017-18,0021700065
49,203488,2017-18,0021700042
50,203488,2017-18,0021700038
51,203488,2017-18,0021700017
52,203488,2017-18,0021700009
0,1628463,2017-18,0021701172
1,1628463,2017-18,0021701120
2,1628463,2017-18,0021701101
3,1628463,2017-18,0021701087
4,1628463,2017-18,0021701077
5,1628463,2017-18,0021701062
6,1628463,2017-18,0021701041
7,1628463,2017-18,0021701021
8,1628463,2017-18,0021701007
9,1628463,2017-18,0021700654
10,1628463,2017-18,0021700612
11,1628463,2017-18,0021700598
12,1628463,2017-18,0021700590
13,1628463,2017-18,0021700576
14,1628463,2017-18,0021700551
15,1628463,2017-18,0021700533
16,1628463,2017-18,0021700522
17,1628463,2017-18,0021700508
18,1628463,2017-18,0021700484
19,1628463,2017-18,0021700477
20,1628463,2017-18,0021700413
21,1628463,2017-18,0021700397
22,1628463,2017-18,0021700390
23,1628463,2017-18,0021700378
24,1628463,2017-18,0021700355
25,1628463,2017-18,0021700342
26,1628463,2017-18,0021700328
27,1628463,2017-18,0021700313
28,1628463,2017-18,0021700280
29,1628463,2017-18,0021700268
30,1628463,2017-18,0021700256
31,1628463,2017-18,0021700250
32,1628463,2017-18,0021700230
33,1628463,2017-18,0021700204
34,1628463,2017-18,0021700195
35,1628463,2017-18,0021700177
36,1628463,2017-18,0021700169
37,1628463,2017-18,0021700146
38,1628463,2017-18,0021700136
0,1627761,2017-18,0021701214
1,1627761,2017-18,0021701202
2,1627761,2017-18,0021701184
3,1627761,2017-18,0021701158
4,1627761,2017-18,0021701147
5,1627761,2017-18,0021700874
6,1627761,2017-18,0021700853
7,1627761,2017-18,0021700848
8,1627761,2017-18,0021700477
9,1627761,2017-18,0021700455
10,1627761,2017-18,0021700443
11,1627761,2017-18,0021700425
12,1627761,2017-18,0021700413
13,1627761,2017-18,0021700397
14,1627761,2017-18,0021700390
15,1627761,2017-18,0021700378
16,1627761,2017-18,0021700355
17,1627761,2017-18,0021700342
18,1627761,2017-18,0021700328
19,1627761,2017-18,0021700313
20,1627761,2017-18,0021700280
21,1627761,2017-18,0021700268
22,1627761,2017-18,0021700256
23,1627761,2017-18,0021700250
24,1627761,2017-18,0021700230
25,1627761,2017-18,0021700009
0,1628369,2017-18,0021701215
1,1628369,2017-18,0021701202
2,1628369,2017-18,0021701171
3,1628369,2017-18,0021701162
4,1628369,2017-18,0021701140
5,1628369,2017-18,0021701121
6,1628369,2017-18,0021701107
7,1628369,2017-18,0021701099
8,1628369,2017-18,0021701086
9,1628369,2017-18,0021701059
10,1628369,2017-18,0021701047
11,1628369,2017-18,0021701029
12,1628369,2017-18,0021701017
13,1628369,2017-18,0021700998
14,1628369,2017-18,0021700974
15,1628369,2017-18,0021700953
16,1628369,2017-18,0021700939
17,1628369,2017-18,0021700916
18,1628369,2017-18,0021700898
19,1628369,2017-18,0021700886
20,1628369,2017-18,0021700873
21,1628369,2017-18,0021700858
22,1628369,2017-18,0021700835
23,1628369,2017-18,0021700820
24,1628369,2017-18,0021700813
25,1628369,2017-18,0021700798
26,1628369,2017-18,0021700784
27,1628369,2017-18,0021700767
28,1628369,2017-18,0021700758
29,1628369,2017-18,0021700743
30,1628369,2017-18,0021700728
31,1628369,2017-18,0021700709
32,1628369,2017-18,0021700700
33,1628369,2017-18,0021700683
34,1628369,2017-18,0021700663
35,1628369,2017-18,0021700650
36,1628369,2017-18,0021700614
37,1628369,2017-18,0021700579
38,1628369,2017-18,0021700570
39,1628369,2017-18,0021700559
40,1628369,2017-18,0021700539
41,1628369,2017-18,0021700517
42,1628369,2017-18,0021700506
43,1628369,2017-18,0021700495
44,1628369,2017-18,0021700485
45,1628369,2017-18,0021700468
46,1628369,2017-18,0021700456
47,1628369,2017-18,0021700442
48,1628369,2017-18,0021700436
49,1628369,2017-18,0021700423
50,1628369,2017-18,0021700407
51,1628369,2017-18,0021700391
52,1628369,2017-18,0021700386
53,1628369,2017-18,0021700374
54,1628369,2017-18,0021700356
55,1628369,2017-18,0021700343
56,1628369,2017-18,0021700326
57,1628369,2017-18,0021700314
58,1628369,2017-18,0021700292
59,1628369,2017-18,0021700281
60,1628369,2017-18,0021700269
61,1628369,2017-18,0021700257
62,1628369,2017-18,0021700249
63,1628369,2017-18,0021700230
64,1628369,2017-18,0021700215
65,1628369,2017-18,0021700201
66,1628369,2017-18,0021700188
67,1628369,2017-18,0021700170
68,1628369,2017-18,0021700161
69,1628369,2017-18,0021700146
70,1628369,2017-18,0021700138
71,1628369,2017-18,0021700129
72,1628369,2017-18,0021700109
73,1628369,2017-18,0021700092
74,1628369,2017-18,0021700078
75,1628369,2017-18,0021700067
76,1628369,2017-18,0021700051
77,1628369,2017-18,0021700019
78,1628369,2017-18,0021700007
79,1628369,2017-18,0021700001
0,1627759,2017-18,0021701215
1,1627759,2017-18,0021701202
2,1627759,2017-18,0021701185
3,1627759,2017-18,0021701171
4,1627759,2017-18,0021701162
5,1627759,2017-18,0021701140
6,1627759,2017-18,0021701121
7,1627759,2017-18,0021701107
8,1627759,2017-18,0021701099
9,1627759,2017-18,0021700974
10,1627759,2017-18,0021700953
11,1627759,2017-18,0021700939
12,1627759,2017-18,0021700916
13,1627759,2017-18,0021700898
14,1627759,2017-18,0021700886
15,1627759,2017-18,0021700873
16,1627759,2017-18,0021700858
17,1627759,2017-18,0021700835
18,1627759,2017-18,0021700820
19,1627759,2017-18,0021700813
20,1627759,2017-18,0021700798
21,1627759,2017-18,0021700784
22,1627759,2017-18,0021700767
23,1627759,2017-18,0021700758
24,1627759,2017-18,0021700743
25,1627759,2017-18,0021700728
26,1627759,2017-18,0021700709
27,1627759,2017-18,0021700700
28,1627759,2017-18,0021700683
29,1627759,2017-18,0021700663
30,1627759,2017-18,0021700650
31,1627759,2017-18,0021700614
32,1627759,2017-18,0021700579
33,1627759,2017-18,0021700570
34,1627759,2017-18,0021700559
35,1627759,2017-18,0021700539
36,1627759,2017-18,0021700495
37,1627759,2017-18,0021700485
38,1627759,2017-18,0021700456
