MSE,MAE,R2,RMSE,SUBSET
13.645441273175706,2.7189333979825334,0.2694029510711775,3.6939736427288845,TRAIN
13.14582207830375,2.6554478485118214,0.2865870796868445,3.6257167675238713,TEST
