Actual,Prediction,Team,Season,SUBSET
0.0,-2.0110619373351506,Bulls,2001,TRAIN
0.0,-1.0154236148905231,Grizzlies,2001,TRAIN
0.0,-0.6608124262688926,Warriors,2001,TRAIN
0.0,-0.18466513896274095,Hawks,2001,TRAIN
0.0,0.4825771758495381,Wizards,2001,TRAIN
11.0,0.7375481633159702,Nets,2001,TRAIN
2.0,1.2427492432218465,Pacers,2001,TRAIN
0.0,1.307844601374046,Clippers,2001,TRAIN
0.0,1.6052134738944375,Rockets,2001,TRAIN
2.0,1.6340541901154024,Thunder,2001,TRAIN
0.0,1.6845206157382382,Suns,2001,TRAIN
0.0,1.7300308687997492,Nuggets,2001,TRAIN
0.0,1.9798112540977577,Cavaliers,2001,TRAIN
0.0,2.686034959323654,Heat,2001,TRAIN
0.0,2.711560128399494,Timberwolves,2001,TRAIN
2.0,2.82050145536314,Raptors,2001,TRAIN
4.0,2.8464126587407095,Pistons,2001,TRAIN
1.0,3.1108809272466904,Magic,2001,TRAIN
9.0,3.120059039561017,Celtics,2001,TRAIN
0.0,3.381168093647304,Trail Blazers,2001,TRAIN
4.0,3.474198583439205,Mavericks,2001,TRAIN
10.0,3.8635282702568396,Kings,2001,TRAIN
1.0,4.610471504099367,Jazz,2001,TRAIN
4.0,4.976791975651774,Hornets,2001,TRAIN
0.0,4.996595161929131,Bucks,2001,TRAIN
2.0,5.545086245361619,76ers,2001,TRAIN
0.0,6.220931659354556,Knicks,2001,TRAIN
4.0,6.573486078036822,Spurs,2001,TRAIN
15.0,8.128461471251168,Lakers,2001,TRAIN
0.0,-0.9998721224986173,Warriors,2002,TRAIN
0.0,-0.6261284323211807,Nuggets,2002,TRAIN
0.0,-0.3648515796712992,Grizzlies,2002,TRAIN
0.0,0.05765607940086781,Bulls,2002,TRAIN
0.0,0.31508449117327864,Cavaliers,2002,TRAIN
0.0,0.5672840018767871,Rockets,2002,TRAIN
0.0,0.8962035162611848,Thunder,2002,TRAIN
0.0,1.2230837728253454,Hawks,2002,TRAIN
0.0,1.9620786272057544,Knicks,2002,TRAIN
0.0,2.080880456350928,Wizards,2002,TRAIN
0.0,2.09160400039111,Raptors,2002,TRAIN
0.0,2.106190363898408,Heat,2002,TRAIN
2.0,2.130517088303483,Suns,2002,TRAIN
0.0,2.2283279608269044,Clippers,2002,TRAIN
1.0,2.3424253894937017,Jazz,2002,TRAIN
3.0,2.778045892587588,Magic,2002,TRAIN
6.0,2.8513696699960414,76ers,2002,TRAIN
2.0,3.0699933866695424,Pacers,2002,TRAIN
3.0,3.294917171499047,Trail Blazers,2002,TRAIN
2.0,3.316181623236446,Bucks,2002,TRAIN
2.0,3.3563240758525006,Timberwolves,2002,TRAIN
8.0,4.198168294950088,Pistons,2002,TRAIN
10.0,4.381635241463531,Mavericks,2002,TRAIN
4.0,4.419001083746604,Celtics,2002,TRAIN
14.0,4.6258007709839655,Nets,2002,TRAIN
16.0,5.398315297874543,Spurs,2002,TRAIN
7.0,5.9078346403713,Kings,2002,TRAIN
6.0,6.64938960894184,Lakers,2002,TRAIN
1.0,-1.125517100932634,Nuggets,2003,TRAIN
0.0,-0.3558825240113528,Cavaliers,2003,TRAIN
0.0,-0.07383201651845206,Clippers,2003,TRAIN
0.0,0.47328319778757555,Grizzlies,2003,TRAIN
0.0,0.4778300472947463,Bulls,2003,TRAIN
0.0,0.7143381131533766,Jazz,2003,TRAIN
0.0,0.8915504852096814,Suns,2003,TRAIN
0.0,1.019643957288089,Trail Blazers,2003,TRAIN
1.0,1.074893097752002,Bucks,2003,TRAIN
6.0,1.0781743173504754,Heat,2003,TRAIN
0.0,1.1070151274033337,Raptors,2003,TRAIN
0.0,1.110835168228464,Wizards,2003,TRAIN
0.0,1.179349783914677,Thunder,2003,TRAIN
0.0,1.1933193691728174,Magic,2003,TRAIN
0.0,1.435919556699192,Hawks,2003,TRAIN
0.0,2.4130122737883895,Celtics,2003,TRAIN
0.0,3.0026297905527004,Warriors,2003,TRAIN
10.0,3.0689916610038104,Pacers,2003,TRAIN
